0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
100652-3-0-0,-272.6297828325485,96.86443351378088,-86.22162171701174,-9.168317660269425,4.169063768570543,-16.863978651627182,-13.48345218278908,-0.15073421125093284,-6.587472471611465,12.746602456513042,11.14254671202677,10.575512334578452,2.8224593399651843,1.1033567503115875,-5.579168054550178,2.5960604827922156,3.21154867181735,2.1094525611213175,-1.9883205288548897,8.947316660311804,5.002028553519677,1.4041764225853657,4.057379405893316,1.4149206731685806,-2.9597343564095264,5.9678928170451515,-1.0870233136439684,4.122338127059273,0.8770041255651222,2.302250517571764,3.116843248321501,2.8330673967989437,-2.6234718911326333,2.1117997462711453,0.42967746529762674,3.1507878337747695,0.7439056025301216,1.3192835318380842,1.510115730351089,1.9387913470182143,dog_bark
100652-3-0-1,-291.9501232915236,100.77206329753534,-94.79775119035243,-11.993614003693168,7.069184277635294,-18.438422855723914,-16.285732601766693,-1.0658542302210419,-8.60083684719779,10.796623359344983,11.014714019968695,12.148183348720533,2.7213542725844726,-3.7608763316088947,-7.227091819942353,-0.2972494029113983,1.9146486633389401,-0.36777633782562924,-3.8879140526371048,8.95918956011312,7.121767562809909,-0.23361337429302034,1.6994434848136082,-0.6930381074047489,-5.020293979519101,3.6768927383060315,0.009416327239018375,1.233957168443141,-1.2230788719121046,2.9428924704995825,4.9246169697580235,1.1859756362468503,-3.2273168921649122,0.3279189154160064,-0.35106011186919156,2.9693114441259416,-0.6887462707725144,0.11192983273779641,0.8619811860310362,2.369670945926499,dog_bark
100652-3-0-2,-300.3544263626613,102.79727195654843,-90.32626169219088,-12.500053223291644,9.068972615908597,-20.856757367843322,-16.338364916560767,-2.2118803211596565,-5.5252586938763555,13.168405726111004,9.19841660774293,9.296825612713498,1.7115624974215529,-2.17046169780629,-4.062696122429148,0.11231792071069338,-0.8507830917092088,0.9368981104938873,-1.4158532101646117,5.604827952482197,2.7071123174273932,-1.263103832103071,3.0732652766177915,0.5550301387671979,-4.735774834655959,4.591242278703347,1.0571489838614736,-0.7624166803368269,1.0139122853388738,2.285035939706662,2.3446141820511817,0.22947399491292428,-0.3192072783565503,0.09590137881146062,0.5807673994967344,0.8455531993669814,-0.19353008459036225,0.027848093563649184,0.8409927244146596,0.7806421103877155,dog_bark
100652-3-0-3,-298.8260966320295,103.67767846320268,-94.64480952567045,-13.064195538053355,10.258672327620822,-25.485120171266537,-16.722872228208917,-4.510606843370567,-4.012282173874133,13.754401027103869,13.553985052501103,11.025493101569912,0.5917390302435739,-4.246704647552657,-7.34763991950258,0.12544886319882007,2.3478822941502675,-0.40762532340554364,-1.4815528730845977,6.525729420583784,4.814184410685964,-2.175538044147515,1.5744410061200311,-0.2835048742932485,-3.1745450847815255,3.3976004791798387,2.754978236155895,-0.3363467643992241,2.156547445951607,2.883384417732058,0.9161479078569528,-0.9698025034899663,-2.0000357318347755,1.3766822758247503,1.8155656452261733,0.15778321100780482,0.7659475324122421,1.1506939806993313,1.8007007905747692,0.10701817468912625,dog_bark
102104-3-0-0,-462.7078685552069,49.759250649659315,-24.92141626509152,1.7448403035900653,-5.201031659537268,-1.9887114056820663,-1.8719622027348757,-0.6889794821993912,3.9997562529125927,1.4352386139326654,1.7378843546434113,3.3858902917271974,1.057382037905284,0.15982346090973867,-2.277542442770597,-0.5863796798194504,-1.611972828444581,2.755406219439815,0.27896429833499076,2.8350529702100014,-1.881537378618109,1.6940619794107334,-3.912894656659831,0.48694906319971026,-0.5929468967449585,1.1728083686996975,-0.9074999815299665,0.7548771960607378,-0.01183267859944031,0.5811343407485028,-1.5947046313371311,-0.1770442041673385,-2.6371400737578177,0.32919472032144803,-1.5399821643657086,1.2388112006494292,-0.7960340991214895,0.9291944466032737,0.09824997130845384,0.03733582110813394,dog_bark
102858-5-0-0,-142.48134382249364,96.04189466054105,-16.52110795095857,20.989513896998034,9.278893649231396,20.431112672471695,1.2249030804703078,14.921891905999484,9.471380837719536,14.49100240947209,6.233969907028903,9.933496220200214,2.503531034475277,2.8321148659586264,10.70656114197818,15.233299493025282,7.617198684914611,10.133852769633954,3.7639063038466416,5.737739617538317,4.974741121956201,12.666982712574654,-2.021632149617321,4.956639773941552,7.699170150693187,14.976608878265592,5.168363509347997,4.517801903968902,4.359043593915212,0.9399580101580794,1.3934669828658084,7.07860301544372,0.9691618087918624,-0.6497296847315469,0.9523912589254745,5.587425370184023,-2.2722376417190104,-0.6145593690829425,-2.5194381747959564,6.718668702710937,engine_idling
102858-5-0-1,-140.17950393838885,98.67055459291885,-15.367893243719632,21.849867617573654,9.585679858051805,19.78202180224155,0.5412127677617192,14.823689095973666,8.307465001835386,13.15160962648909,6.027820978408275,10.196785097709531,2.416449908506296,3.0980163847754563,10.30575885331187,14.138601149491583,6.929878486475377,9.917960605008647,3.692255974534532,5.272375399857041,4.951541524107307,12.248838621864772,-2.295791052673719,4.515795758019725,7.427711869119027,14.3663248498574,5.051669542924463,4.352404243276092,5.034887698962077,1.7225346257639091,2.3605147433199294,7.332428898950504,0.9228523902012292,-0.19518583653370672,1.4576219993933384,6.161716094935605,-2.556902010053016,-0.978083218498412,-2.57569005447373,6.759578381884442,engine_idling
102871-8-0-0,-179.40864037578427,129.50393215712324,-70.06776980362909,12.455748729203863,-22.094778816980345,9.270917086311597,-20.314440220166464,0.6062324030670821,-20.125127627472814,-11.598089599702348,-3.9905214129183557,3.1163756237942666,1.9832753517306092,6.919149509595134,0.7472863396460896,-1.1728448807868441,-1.1234634086520294,6.241207940088656,-7.953574028798746,-19.04333160223583,-20.440332341397482,7.9859990387063675,14.405155802119083,2.44825877171474,-11.52988933381284,5.532802103529298,3.192807974862783,-11.148796434488661,-19.176256150163702,3.327641852520088,7.949664295742305,1.0288538573175972,-4.922998145826845,2.139494064459011,-0.35604322305867814,4.999894353402668,0.41414261385683954,-3.8069196627957447,-5.693664632500368,-4.083170265018778,siren
102871-8-0-1,-174.72878841014506,127.82636949971038,-69.4641142373489,10.450560941934075,-21.59124627005523,11.462327777259512,-19.446734482782205,2.6050705445922606,-20.659501522946233,-13.420360639296742,-4.470336086771444,4.555453922652765,4.22907910917209,7.7341542442729665,0.05031305099566143,0.2909008509531883,-0.6076617653867271,7.203893771085728,-5.72309766333699,-17.680025310212343,-19.4707549652075,7.139726023234591,14.286692638520867,2.0568866475488026,-11.522160508658855,4.930240049549945,3.51626975839671,-10.612821424274982,-17.045394868401367,4.287101927757298,6.656482629907853,1.075123853122504,-3.2971814361380236,1.3049786412543591,-1.847562954041922,6.171864003834062,1.3345366450262222,-3.898511857515745,-4.202701460593409,-3.0845201151354678,siren
102871-8-0-10,-244.2564232640238,143.5451918153367,-58.96799491855399,-0.4057129815099263,-11.707361395453248,13.307512468220185,-13.226680919295887,-3.4212594999862027,-7.63416415627552,-5.041871733855389,-2.4868243327454698,1.560348335848709,1.0822444424160034,-0.07128610123548089,-5.882461782112414,-8.542622223812547,-7.789052750723997,12.383728852208725,4.098232076315528,-7.6853229835497725,-16.059286253096616,5.166754986239887,7.6706709097022605,-0.5915614194163101,-13.368862906797755,-2.1760058161261884,2.421347541998774,-2.1375986874666264,-12.261617467553599,-0.14817097927993672,2.8378076785109374,4.101742209216887,-1.9783786589429195,-2.2078619072800945,-5.719372807266763,2.3208974213842195,-0.0734886213892602,0.4103867998444365,-2.0266068994015383,-2.3233277153742904,siren
102871-8-0-11,-255.13940568838188,149.57087062428914,-55.152021178480325,-3.3058396159124133,-7.156430685764318,12.341202243088409,-11.035772064673893,-3.9355611498740304,-5.843803564971006,-4.007756292802009,-2.937916501368956,1.0912403114554612,-1.1960586907138218,-0.48515679549465957,-6.705671088555112,-7.814084606964392,-7.512272157341928,10.762287927079829,3.7799611893513263,-6.2947905840018965,-15.473948825296237,3.4214624690256317,7.7782758371907565,1.4774352919456613,-11.857082225806733,-2.9094537817900608,0.17117147376774264,-1.0689330199477902,-10.761079971126556,-0.49463355393379604,1.1401872936823974,2.257703692896621,-2.621602665569811,-1.9125338846884177,-4.84271074943201,3.620541930534621,0.27943588722813867,-0.4487729703737362,-3.871376487971805,-1.9260975026198008,siren
